text,label,source
A lawyer representing some woman with a claim against the estate.  Tell him to see me at my office. ,neutral,MovieDialog
"It took some high-powered acting, believe me. ",neutral,MovieDialog
"I know, your wickedness. ",disgust,MovieDialog
"Who are you, anyway?  I don't even know you. ",neutral,MovieDialog
[I know this. Your point?] ,neutral,MovieDialog
She dropped in on me... holding this. ,neutral,MovieDialog
"Please, George. I don't want to talk about it anymore. ",disgust,MovieDialog
"Excuse me for interrupting, Governor, but--  --that plaster's gonna harden any second, son. ",neutral,MovieDialog
"I was working out what this trip must cost, taking him up there by himself and coming back empty. ",neutral,MovieDialog
"It wasn't me. I wasn't there, but I heard about it. When I heard about it, it was about Elbourne. ",neutral,MovieDialog
"Ah, begging your pardon, but shouldn't we be going? ",neutral,MovieDialog
I don't know you. My goddamn father and I don't know you. ,disgust,MovieDialog
It was in a book at school. Concubine. ,neutral,MovieDialog
You can't go in there! ,neutral,MovieDialog
"Ruiz? Oh, he ain't here. ",neutral,MovieDialog
"Yeah, go home.  Get some sleep.  You do sleep, don't you? ",neutral,MovieDialog
"What will happen to him, Ted? ",neutral,MovieDialog
No -- something real.  Something no one else knows. ,neutral,MovieDialog
"What do you mean ""basically""? ",neutral,MovieDialog
"I'll tell you why. I don't like the crowd you're mixed up with.  Personally, you can have all the credit you want. But for that deal - not a cent. ",disgust,MovieDialog
Let's see if you've gotten any better. ,neutral,MovieDialog
"No, it says Marleen here. ",neutral,MovieDialog
"It's just that Maranzano's the only bastard I ever heard brag about gettin' audited by the IRS. He came out clean, so he thinks his shit don't stink. ",sadness,MovieDialog
She just seemed... depressed... ? ,sadness,MovieDialog
"Aaah, it's the same as always...poor mope's just wishin' he was me. ",sadness,MovieDialog
"That sounds pathetic, doesn't it? ",sadness,MovieDialog
That's when the real strain starts. Three weeks on a troopship.  Poor baby. ,sadness,MovieDialog
You're a damn liar. ,anger,MovieDialog
"The only thing that scares me, Mister O'Connell, are your manners. ",fear,MovieDialog
[Don't lie to me.] ,anger,MovieDialog
"Yeah, me too. You're a fucking bull in a china shop. ",anger,MovieDialog
"You put me in an awkward position, Mr. Kessler. ",sadness,MovieDialog
"How many is that, six? Pretty hungry, weren't you? ",sadness,MovieDialog
"Johnson's still on board. Even Maranzano won't screw with Nucky in Atlantic City. But everywhere else, we got nothing but problems. ",sadness,MovieDialog
"Amanda Ripley-McClaren.  Married name, I guess.  Age:  sixty-six ...at time of death.  Two years ago.  I'm sorry. ",sadness,MovieDialog
"Pinta Martin Ramos is just a number to you. Tragic, a public outcry, but a number. One more dead. ",sadness,MovieDialog
Then get out of my face you worthless piece of frogshit. ,disgust,MovieDialog
"Too bad. That's tough, I mean it. I'm not unsympathetic. But Skip says you're in love. ",sadness,MovieDialog
My heart died a long time ago. ,sadness,MovieDialog
"Oh, God. Don't start actin' like a fuckin' wife on me. ",anger,MovieDialog
What do you want?  You want me to fall to my knees and start crying like a baby... ? ,sadness,MovieDialog
"Don't I put food on you're table? I sponsor your training, I take care of your girl and her little baby. I even pay that deadbeat friend of yours to push a goddamn broom. ",anger,MovieDialog
"Just once.  Afterwards, I told him I didn't want to anymore.  I wasn't ready. He got pissed.  Then he broke up with me. ",sadness,MovieDialog
But my penalty. I've got to have a penalty. ,sadness,MovieDialog
"Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate for more than an hour and you gave him four. ",sadness,MovieDialog
"Apparently, your sister died. ",sadness,MovieDialog
This is ridiculous.  I'm not gonna be in your way - we can talk the case over. ,sadness,MovieDialog
"She's a little sad, is all. ",sadness,MovieDialog
"About six months ago, I guess it is now. God, it seems like years. What a bore! I'm embarrassed by it. Before this happened -- when I'd hear people talk about this kind of thing -- I thought it was a bunch of bullshit. ",sadness,MovieDialog
Nobody. I felt sad... I put myself on the circuit. ,sadness,MovieDialog
"David, I'm sorry I upset you yesterday, but you must understand what is going on. ",sadness,MovieDialog
What the hell's wrong?  I didn't do anything. ,sadness,MovieDialog
"Particles, man. I feel them all the time. I feel them in my arms and legs man, that's how they punish me. ",sadness,MovieDialog
"Oh, now I'm a bad housekeeper! ",sadness,MovieDialog
I still can't believe Eddie's gone. ,sadness,MovieDialog
"I forgot. Anyway, I hate the idea of acting paranoid. ",disgust,MovieDialog
"I'm sorry, your honor. ",sadness,MovieDialog
All these good people have totally been led astray. ,sadness,MovieDialog
"Catherine, you are very dear to me. We have cried many times together. When my husband died, I would have gone insane if it were not for you. I ask you to come to my house, because I can make you happy. Please come to my house. ",sadness,MovieDialog
The people at this school are so incredibly foul. ,disgust,MovieDialog
You were right. She's still pissed. ,anger,MovieDialog
You were merciless.  You didn't give a shit if you got me or not. ,disgust,MovieDialog
[I see him sometimes at the handball court in Chapultepec on a Saturday afternoon.] ,neutral,MovieDialog
"Now, hold on a minute, young man! Hold on! That's rather big talk! I started the John Doe clubs with my money and I'll decide whether or not they're being properly used! ",neutral,MovieDialog
"Mr. Follett, do you trust me or don't you? ",neutral,MovieDialog
What kind of wife did you say she was? ,neutral,MovieDialog
"We've done all our talking, Wade. ",neutral,MovieDialog
Will you please tell me *exactly* what he's done? ,neutral,MovieDialog
What makes you think he'll do it? ,neutral,MovieDialog
Brady Peck's. Fourteen years old. Lives next door. ,neutral,MovieDialog
"Life, huh? They step outta line again, we'll shorten up that sentence real fast. ",neutral,MovieDialog
"There's no shame in getting a little therapy, right, Doc? ",neutral,MovieDialog
"He walks in the rain, without his hat, and talks to himself. ",neutral,MovieDialog
Do you mean the speech you're writing? ,neutral,MovieDialog
"I'm serious, how did you know my name? ",neutral,MovieDialog
This has got to stop! ,anger,MovieDialog
Must be Painlees Pole Day in the Shower Tent. ,neutral,MovieDialog
I did Bianca a favor and it backfired. ,neutral,MovieDialog
But no short-arm inspection. I'm with you there. ,neutral,MovieDialog
Did you check out the dragon mouth? ,neutral,MovieDialog
Whatever suggested the idea to you? ,neutral,MovieDialog
Guess I'm not a single type guy. ,neutral,MovieDialog
We're going to Jersey? ,neutral,MovieDialog
Did you learn anything? ,neutral,MovieDialog
Would you rather be ravished by a pirate or a British rear admiral? ,neutral,MovieDialog
"Hey, you know what I really think? ",neutral,MovieDialog
"Oh, I get the idea. Yeah, maybe. ",neutral,MovieDialog
It's your money.  It'll be here in six months when you get out. ,neutral,MovieDialog
Who was talking about what? ,neutral,MovieDialog
How can I go? ,neutral,MovieDialog
So -- which Dakota you from? ,neutral,MovieDialog
But you put yourself on the circuit! ,neutral,MovieDialog
And a lot more. Can we talk? ,neutral,MovieDialog
"You were right, Don Sanchez... His demands could never be granted. ",neutral,MovieDialog
"Ah, leave him alone.  He's doing no harm. ",neutral,MovieDialog
And this is exactly the kind of behavior that will give them an excuse to do it. ,neutral,MovieDialog
You must believe me. ,neutral,MovieDialog
"Tell me, Charlie. Please. ",neutral,MovieDialog
Hey -- do you mind? ,neutral,MovieDialog
Let's go after him!! ,neutral,MovieDialog
What kind of place is this? ,neutral,MovieDialog
"What are you doing here, mama? ",neutral,MovieDialog
"Tell him I was looking for him, okay?  I'm Dan. ",neutral,MovieDialog
<html>And they thought <u>you</u> could re- place the Skipper? </html>,neutral,MovieDialog
"Consider it.  Meanwhile, dig up whatever Dino Velvet films you can. Get receipts.  I'll call back. ",neutral,MovieDialog
What about Greg? What are you gonna tell him? ,neutral,MovieDialog
"Green's the only color that matters under the hill. They got gambling, girls. You oughta check it out. ",neutral,MovieDialog
And I never heard of Sanctuary. ,neutral,MovieDialog
What about your meeting? ,neutral,MovieDialog
"Other way around, sir. ",neutral,MovieDialog
Do you really think he'll show up? ,neutral,MovieDialog
So tell me how it is. ,neutral,MovieDialog
What?  We took bathes together when we were kids. ,neutral,MovieDialog
"Well, I never heard that one. ",neutral,MovieDialog
I gotta figure some way out of this thing! ,neutral,MovieDialog
Try to remember that. ,neutral,MovieDialog
Sure do ... my Mom's from Canada ,neutral,MovieDialog
"Well, I don't want to walk. ",neutral,MovieDialog
I was already here a good many years when they came in in 1932. ,neutral,MovieDialog
It couldn't be simpler. ,neutral,MovieDialog
"Hey, how'd my car get here? ",neutral,MovieDialog
"By bouncing ultra-high frequencies off one of the network satellites, I can send a long-range pulsar signal to within TWO FEET of the Rangers coordinates. ",neutral,MovieDialog
Order!  Will Senator Smith yield to--? ,neutral,MovieDialog
Was this your idea? ,neutral,MovieDialog
I really don't think I need any social advice from you right now. ,neutral,MovieDialog
I got a lot to protect. ,neutral,MovieDialog
Not usually. Mostly Trustafarians. ,neutral,MovieDialog
I suppose the idea was specialized training. ,neutral,MovieDialog
You remember Margie Fogg? ,neutral,MovieDialog
You gonna let me keep any of it? ,neutral,MovieDialog
"You're kidding, that's today? ",neutral,MovieDialog
"Well, if it is, we have a problem. ",neutral,MovieDialog
"Grab it, Eddie, grab it! ",neutral,MovieDialog
Ah - you've heard that? ,neutral,MovieDialog
I seen plenty of fellers start out with fifty bucks and wind up with a bank account! ,neutral,MovieDialog
You didn't say it was gonna be this luxurious. ,neutral,MovieDialog
<html>Stu... It's a <u>party</u>. </html>,neutral,MovieDialog
I'm going to tell him the truth. ,neutral,MovieDialog
He said it's being arranged. He said Jimmy will know. ,neutral,MovieDialog
You got any better ideas? ,neutral,MovieDialog
...For three years?  Let's hope it wasn't a tow-away zone. ,neutral,MovieDialog
I think you should consider coming out and staying with me longer. ,neutral,MovieDialog
"Now, what would you like to do? ",neutral,MovieDialog
Did you subsequently write a series of articles about him? ,neutral,MovieDialog
I don't think a mother should depend so much upon her children for her rewards in life. ,neutral,MovieDialog
Keep an eye on things there.  We'll see what we can find out at Ernie Goosels. ,neutral,MovieDialog
Because he could.  He did it because he could.  What other reason were you looking for? ,neutral,MovieDialog
It doesn't matter.  He wins. ,neutral,MovieDialog
"But--you love him, don't you, Saunders? ",neutral,MovieDialog
Any verification on numbers. ,neutral,MovieDialog
You promise you'll write. ,neutral,MovieDialog
How was...  ...the ballet? ,neutral,MovieDialog
"Oh, yes, Father certainly would. ",neutral,MovieDialog
Let's send out a pigeon! ,neutral,MovieDialog
Tell me how all this works. ,neutral,MovieDialog
Now she's going out with Greg Barnett? ,neutral,MovieDialog
"Yes, sir, I did. ",neutral,MovieDialog
I was talking to the cat. ,neutral,MovieDialog
Now he's D-Y-I-N-Ging and wants to be buried on Mercury. ,neutral,MovieDialog
But he's got five times the man-power to draw on. ,neutral,MovieDialog
What kind of person do you have to be to do this? ,neutral,MovieDialog
How does that help me? ,neutral,MovieDialog
I've got to get back. ,neutral,MovieDialog
And Goodwill Toward Man? ,neutral,MovieDialog
"Do you think things will be a lot different on Mercury, Dad? ",neutral,MovieDialog
His name's Kevin McCall. Every Metro Captain agrees that he's their top sharp-shooter and most likely to succeed. ,neutral,MovieDialog
The ocean is uncrossable? ,neutral,MovieDialog
What was she to Creasy then? ,neutral,MovieDialog
"If God intends you to go, then you will go. ",neutral,MovieDialog
Because I live there. ,neutral,MovieDialog
"I don't know his name. He's a friend of Dick Laurent's, I think. ",neutral,MovieDialog
Yeah... Yeah... Now I can hear it. ,happiness,MovieDialog
"Well, I don't know what you want me to do, Virginia. If you want me, I'll go talk to her tonight. ",neutral,MovieDialog
"She was here, you know, Wednesday, and I said, ""Catherine, my sister..."" ",neutral,MovieDialog
Is that all there is? ,neutral,MovieDialog
It's not losing record. ,neutral,MovieDialog
You might not kill it. ,neutral,MovieDialog
Ruiz tied in out there? ,neutral,MovieDialog
"I really think you need to calm down now, okay? ",neutral,MovieDialog
To the... to the beach? ,neutral,MovieDialog
He knew all along. ,neutral,MovieDialog
After the kids are back in school. ,neutral,MovieDialog
Jesus!  Can a man even grab a sandwich before you women start dilating? ,neutral,MovieDialog
I'll dispatch a convoy to meet him. ,neutral,MovieDialog
This is the kitchen. ,neutral,MovieDialog
"Ma, you want something to eat, some tuna fish? ",neutral,MovieDialog
Salvatore. Always holding himself above. ,neutral,MovieDialog
"Dickson, I'd like to talk to you about the bank. ",neutral,MovieDialog
Tell me what you need. ,neutral,MovieDialog
"I'm with you, Brother Minister. ",happiness,MovieDialog
"Seein' he loved the experience so much, I think we outta give him the pleasure again. ",happiness,MovieDialog
Oh yes I do! I have something right here! ,happiness,MovieDialog
"I'm so excited, Simon. ",happiness,MovieDialog
"It was very nice meeting you, Mrs. Pilletti. I hope I'll see you again. ",happiness,MovieDialog
That's what I love about a small town. You know everybody. ,happiness,MovieDialog
Herr Mozart. What a surprise. What can I do for you? ,happiness,MovieDialog
What's the use of saving lives... when you see what you do with them! ,happiness,MovieDialog
Might be a good time to try using it again. ,happiness,MovieDialog
"I like to laugh, Fred. ",happiness,MovieDialog
"Yes, sir. Very good, sir. Here it is right here, sir. There, sir. ",happiness,MovieDialog
On the plane... with Mr. Dallas... the real one. ,happiness,MovieDialog
You have won the annual Gemini contest and a trip to Fhloston Paradise. For two. Congratulations. Here are your tickets. ,happiness,MovieDialog
Dr. Delbanco. It's nice to see you again. ,happiness,MovieDialog
How someone strong like you scared from a message? Is good news I sure! ,happiness,MovieDialog
Love! What the fuck do you know about love? ,happiness,MovieDialog
Thomas Welles.  Nice picture. ,happiness,MovieDialog
I'm gettin' married in six weeks. I'll already be in Atlantic City which is probably the best place to do it anyway. ,happiness,MovieDialog
"We must be friends, Charlie. ",happiness,MovieDialog
"Yeah, but Joe was coming here anyways. Just go back to Earth and enjoy your records and the Hall of Fame and the beautiful family and all that. ",happiness,MovieDialog
Hey O'Connell! Looks to me like I got all the horses! ,happiness,MovieDialog
We need a lot like him--his kind of character--ideals. ,happiness,MovieDialog
"It's amazing that your sweet, lovely, gorgeous wife can ever get to see you. ",happiness,MovieDialog
A lot of people are looking for you. ,happiness,MovieDialog
That I be brought here? Who had that brilliant idea? ,happiness,MovieDialog
"It's a boy! Well, let's get a look at him. ",happiness,MovieDialog
"Thank you, Your Honor. ",happiness,MovieDialog
"I'm flattered. And congratulations to you, of course. ",happiness,MovieDialog
"Yes, well, it's all good fun. ",happiness,MovieDialog
"Just rest easy, Pete. You're gonna be okay. ",neutral,MovieDialog
"Oh, I'm tender enough for you, my boy. I'm tender enough for you. ",neutral,MovieDialog
Don't worry. I got friends to take care of that. ,neutral,MovieDialog
"Well, well, well - got your uniform, eh? ",neutral,MovieDialog
"Yes.  Yes, come with me! ",neutral,MovieDialog
"Better wire him right away, John. ",neutral,MovieDialog
"Next week, Brother Minister. ",neutral,MovieDialog
"Well, I'm glad to hear that. ",happiness,MovieDialog
I show a cop on horseback. ,neutral,MovieDialog
I'll make some for us. ,neutral,MovieDialog
That's one way of putting it. ,neutral,MovieDialog
She's doing just fine. ,happiness,MovieDialog
"This is your room, Malcolm. I know you'll keep it clean. ",neutral,MovieDialog
"What are you talking about? This is it. This is the stuff right here.  Well, maybe just a pinch more sugar. ",neutral,MovieDialog
"Yes, and we need to talk to him... if we can.  Mel, let's get Peter in here. ",neutral,MovieDialog
"When they're all you have, you kinda become an expert. ",neutral,MovieDialog
"Well of course I can swim, if the occasion calls for it. ",neutral,MovieDialog
Ha! Who told you about the Stardust Ballroom? ,neutral,MovieDialog
"Just stay on my wing, sir. I'll take you all the way in. ",neutral,MovieDialog
This is our bedroom. ,neutral,MovieDialog
You know--Mrs. Diz Moore. ,neutral,MovieDialog
"INS, Washington.  Special services. ",neutral,MovieDialog
For whatever reasons I thought you might be more receptive. ,neutral,MovieDialog
"Well, let's roll, George. ",neutral,MovieDialog
Yeah. He says that I will become a monster in two days. What do you think? ,neutral,MovieDialog
I prefer to think of it simply as an alternative to what the law allows. ,neutral,MovieDialog
"Oh no, Mr. Cluett, if it's all the same to you, I'd rather not wait. It's about you and Mrs. Dickson. ",neutral,MovieDialog
"Close that door.  Will you get Mrs. Cedar on the phone, please? ",neutral,MovieDialog
"Certainly, Senator.  If I can ever be of further assistance. ",happiness,MovieDialog
"You know, if you let me come over to your place once in a while, you could put on a clean shirt in the morning. ",neutral,MovieDialog
Will you have a cigar? ,neutral,MovieDialog
"Oscar, what's the matter? ",neutral,MovieDialog
I present the credentials of Honorable Jefferson Smith who has just been appointed Senator by the Governor of my state. ,neutral,MovieDialog
I do know I love you. ,happiness,MovieDialog
"Very well, General, what is it you wish to say? ",neutral,MovieDialog
Love's the same as it always was.  It's people who change. ,neutral,MovieDialog
Yeah.  Guy's got some serious sex fantasies. ,happiness,MovieDialog
He's comin' this-a-way! The jaw- breaker! ,neutral,MovieDialog
"Hi, Ho-Jon. How they goin'? ",neutral,MovieDialog
"His names Horrace. Horrace, this is Ricky Slade. ",neutral,MovieDialog
No. But You'll get used to it.    Welcome to the Men in Black. ,neutral,MovieDialog
I just found a picture of you. ,neutral,MovieDialog
"Every successor will owe his loyalty to us. Together we take out Maranzano, and each family gets a piece of his operation. ",neutral,MovieDialog
Well? How do you like it? ,neutral,MovieDialog
A lot of people think like that. ,neutral,MovieDialog
I don't know if luck's the word. Are you feeling alright? ,neutral,MovieDialog
"Please, sir!--come with me! ",neutral,MovieDialog
What are you talking about? She's a nice girl. ,neutral,MovieDialog
"Not bad, not bad. ",happiness,MovieDialog
"I hope you don't mind me asking you a few questions, Mr. Cluett. ",neutral,MovieDialog
I can get you a job. ,neutral,MovieDialog
"He says okay, it's all right Catherine comes here. ",neutral,MovieDialog
I love you! I love you! ,happiness,MovieDialog
Chief says -- he has a God. ,neutral,MovieDialog
"Okay, it's on. We've got some indicator lights here. ",neutral,MovieDialog
"We gotta ask Marty, of course. ",neutral,MovieDialog
"As a matter of fact, one of my own pupils - a very young singer - told me she was - er - well! ",neutral,MovieDialog
"All right... but you see our predicament... Legally we can't hold him, but he may be able to help us... perhaps later.  For now, he's free to leave. ",neutral,MovieDialog
"Well, that doesn't make 'em any less hungry. ",neutral,MovieDialog
The Painless Pole plans to cross the Great Divide tonight and we need your help to straighten him out. ,neutral,MovieDialog
I'll help you out. ,neutral,MovieDialog
"Yes, but that's an added service a firm like Cedar, Cedar, Cedar and Budington usually donates. ",neutral,MovieDialog
"Yes, Joe, yes--right away. ",neutral,MovieDialog
You see Sampson. Tell him I sent you. You've got to have a uniform. ,neutral,MovieDialog
I'm doin' business here! ,neutral,MovieDialog
Of course.  Right in the trunk of the car. ,neutral,MovieDialog
"<html>Oh, sure. Now you're gonna tell me it was all <u>his</u> idea. You were completely innocent - </html>",neutral,MovieDialog
"I've got 'im, Joe. Be right along. ",neutral,MovieDialog
Yeah. He'll have a tough time thinking up a wise-crack for this one . . . ,neutral,MovieDialog
"Leeloo! Listen to me! I'll take you on a vacation afterwards! A real vacation, this time, for as long as you want. Come on! You can do it! ",neutral,MovieDialog
Holy smoke! A half a heelot! ,fear,MovieDialog
How about family? Got any family? ,neutral,MovieDialog
How's the detective business? ,neutral,MovieDialog
"I know the answer -- Career. A smart woman like you became so involved in your work, you didn't have time for marriage. ",neutral,MovieDialog
"I've spoken to friends of mine and my husband's, in Harrisburg, in Lancaster and Hershey.  Asking about you.  I must say you have friends in influential places. ",neutral,MovieDialog
It's on West Broadway. We can walk. ,neutral,MovieDialog
"Oh yes, I think it'd be a swell night to go for a walk. A nice long one. ",neutral,MovieDialog
"He's great, right. Is he great? ",happiness,MovieDialog
See you Thursday... regular time. ,neutral,MovieDialog
"Marty, see that my mother is nice and comfortable, eh? ",happiness,MovieDialog
Well maybe you should go back and talk it over with him. ,neutral,MovieDialog
"It's a gay cruise line, but I'll be, like, wearing a uniform and stuff. ",neutral,MovieDialog
Yeah.  And he still went to the party. ,neutral,MovieDialog
"Anyway, it's just as well that we replace it. Better safe than sorry. ",neutral,MovieDialog
"Hunting's been pretty good on the farm the last few years. It's one of the perks of the job. If you're interested, tomorrow I could show you some of my favorite spots. ",neutral,MovieDialog
There's a way to get a guy's attention. ,neutral,MovieDialog
The Honorable Elijah Muhammad says you should pay it all your mind. If you got a mind. ,neutral,MovieDialog
"Don't lose hope yet, Alpha! ",neutral,MovieDialog
"I'd love to, but I've got an open house today at the Ressler place. ",neutral,MovieDialog
I'll get the girl. ,neutral,MovieDialog
"Amy, it's me.  Listen very carefully.. ",neutral,MovieDialog
"I'll do no such thing. I'm going there myself. You're going with me too, Anderson - and you too, Cobb. ",neutral,MovieDialog
All right!  She's alive.  I believe it.  But we gotta get moving!  Now! ,neutral,MovieDialog
"Well, just so you know.  I gave you guys the credit. ",neutral,MovieDialog
"Hey, what's wrong with you -- let's see a smile. ",neutral,MovieDialog
Of course you can stay. This belongs to the people. ,neutral,MovieDialog
Or even what it looks like. ,neutral,MovieDialog
"Dave, if you've a minute, I'd like your advice on something. ",neutral,MovieDialog
It's all right with me. Is he here? ,neutral,MovieDialog
"Hey, boss. Get a load of this. ",neutral,MovieDialog
But you've just taken care of the spirit all right. ,neutral,MovieDialog
Yeah. A glorified doormat. ,happiness,MovieDialog
I guess this is a first for you. ,neutral,MovieDialog
Look.  Times Square.  Just like in the movies! ,happiness,MovieDialog
"Who buys Italian meat anymore? You think my wife buys Italian meat?  She goes to the A&P, picks up some lamb chops wrapped in cellophane, opens up a canna peas, and that's dinner, boy. ",neutral,MovieDialog
[Yeah. Can you imagine my mother multiplied by a thousand?] ,neutral,MovieDialog
"I always figure a guy oughta marry a girl who's twenny years younger than he is so that when he's forty, his wife is a real nice-looking doll. ",neutral,MovieDialog
"Yes, yes. They were very sincere about it too. You see, a perfect body in perfect health is the rule here. They've never known anything different. So what was true for them they thought would naturally be true for anyone else living here. ",neutral,MovieDialog
He's fine. We'll come right over. ,neutral,MovieDialog
"Well, I play the tuba. ",neutral,MovieDialog
"As long as they keep on aiming at us, we're safe.  Come now, child. ",neutral,MovieDialog
"Finally, we can bargain. ",neutral,MovieDialog
- any more than being the son of Captain Neilsen does! ,neutral,MovieDialog
...That isn't a whore? ,anger,MovieDialog
"And when have I had five minutes? When I wake up in the morning and I'm already three hours behind Schedule.  What do you want me to do, Rose, tell the G7 to fuck off because I'm a family man? ",anger,MovieDialog
Fuck him. He swings at anything in the dirt. I could strike him out. ,anger,MovieDialog
"Get the fuck out of here, Jack. ",anger,MovieDialog
"Get together some upscale product where the girls still have teeth in their head.  Till then, fuck you. ",anger,MovieDialog
Ho's a fucking pimp! He encourages Wendy to turn tricks. And she's his fucking wife! ,anger,MovieDialog
"I didn't tell him shit. He worries too much. I love that old Jew, but he's gonna kill himself worrying. We started this shit, and we're gonna finish it. ",anger,MovieDialog
I don't know shit about you. ,anger,MovieDialog
Let's get the fuck out of here! ,anger,MovieDialog
Life?! How long is life? We were just walking back to the truck. We didn't do nothing! Fuck life! ,anger,MovieDialog
"Look, that's temporary, believe me. There's so much shit gonna hit the fan the next few days, my getting fired by LaRiviere and Merritt won't matter a bit. ",anger,MovieDialog
"Oh, who gives a damn who he is? I can't take this anymore. Night after night we're on the streets, busting our humps -- and for what? ",anger,MovieDialog
Shut up or I'll tear you apart. ,anger,MovieDialog
"Take that back or we ain't friends no more, Claude Banks. ",anger,MovieDialog
Tell them to go away. I don't want to see anybody. ,anger,MovieDialog
That's because I blew it out the Goddamn airlock!  Like I said. ,anger,MovieDialog
They hurt... BUT THEY DON'T STOP ME! ,anger,MovieDialog
What about you and Grandpa and everyone in Hell? ,anger,MovieDialog
"What the fuck you telling me, Wade? I never seen the guy get shot, I told you that. ",anger,MovieDialog
What the fuck. My day's already ruined.  Give me the keys. You can go back with Jack. You still got a shitload of plowing to do. ,anger,MovieDialog
You ain't the hunter Jack is. And he can't drive the grader worth shit. ,anger,MovieDialog
"You know what was in Hell when I came down here, Cassius? ",anger,MovieDialog
"You know, I was the one who created Hell. ",anger,MovieDialog
You mean Hot Lips? Screw her. ,anger,MovieDialog
And you are a fool. ,disgust,MovieDialog
Bullets weren't the problem. That pie was too hot. Burned my tongue. ,disgust,MovieDialog
"Cancer.  Hmmmm.  They still haven't licked that one.  Cremated.  Interred Parkside Repository, Little Chute, Wisconsin.  No children. ",disgust,MovieDialog
Hard man to live with. ,disgust,MovieDialog
"Hey, two days with him is enough. ",disgust,MovieDialog
I'm not interested in what you think. ,disgust,MovieDialog
"I'm sick of martinis. I'm sick of the waiting, and the carnival rides, and watching people's  nightmares. And of course, I need not  add",disgust,MovieDialog
"It's ""Comptoir Sud Pacific."" Makes me feel like a hula girl. Which is kinda what I'm going for. Wanna come in? ",disgust,MovieDialog
"Look, man, I don't want friendly conversation. I don't want to be your friend. I've seen your friends and I don't like them. I just want to do this thing and get back to New York in time to start my job. ",disgust,MovieDialog
Maybe I don't like the way you ask. ,disgust,MovieDialog
Meaning you didn't like it. ,disgust,MovieDialog
"Miss Gallagher, surely you must perform some function here at the hospital. ",disgust,MovieDialog
No. Fred hates them. ,disgust,MovieDialog
"Oh, he was this ancient guy I read about who like, killed his kids 'cause they didn't want to run the kingdom the way he thought they should. ",disgust,MovieDialog
"Say, listen - will you go and annoy the rest of your playmates? Let me alone! ",disgust,MovieDialog
The only thing I regret is the day I met you. ,disgust,MovieDialog
"They ain't men, Mae Rose. They're convicts. And nigger convicts to boot. Can you say nigger? ",disgust,MovieDialog
We got divorced.  I had to get rid of her. She couldn't satisfy me. ,disgust,MovieDialog
What am I giving up? I'm laid off last year. I'm down to my last unemployment check. I'm out on the streets looking for work and this bitch is banging some asshole in my bed. ,disgust,MovieDialog
What on earth is happening to you? Why are you acting this way? ,disgust,MovieDialog
What's with all the whoo-whoo noises? ,disgust,MovieDialog
What's wrong with me? ,disgust,MovieDialog
Where do you get this shit? ,disgust,MovieDialog
"Why are you protecting him?  You knew he was doping, yet you did nothing about it. ",disgust,MovieDialog
Why did you do that???!!! ,disgust,MovieDialog
Why the hell not? ,disgust,MovieDialog
You know damn well I nearly puke when I look at her. I don't even think she's a real blonde. ,disgust,MovieDialog
You outta be ashamed.  Ashamed of yourself. ,disgust,MovieDialog
Been having bad dreams. ,fear,MovieDialog
It's my tooth! My fucking tooth! I can't even think anymore because of it. ,fear,MovieDialog
"Oh, man, I've never seen a dead body before! ",fear,MovieDialog
"There's something dangerously wrong with this ship, Elaine.  I know its the wiring. That toilet's just the tip of the iceberg. ",fear,MovieDialog
"These are the worst years. I tell you. It's gonna happen to you. I'm afraida look inna mirror. I'm afraid I'm gonna see an old lady with white hair, like the old ladies inna park, little bundles inna black shawl, waiting for the coffin. I'm fifty- six years old. What am I to do with myself? I have strength in my hands. I wanna cook. I wanna clean. I wanna make dinner for my children. Am I an old dog to lie in fronta the fire til my eyes close? These are the terrible years, Theresa! Terrible years! ",fear,MovieDialog
"You scare me, Charlie. ",fear,MovieDialog
A hunting accident is perfect. ,happiness,MovieDialog
"Aha - very good, Freshie.[3] Very good. You'd better put his name on the list and make out a report later. ",happiness,MovieDialog
"Don, I'd be honored. ",happiness,MovieDialog
Funny how he's the architect and you're just a loud mouth cop. ,happiness,MovieDialog
"Gee, yeah, you told me it was the best time you ever had. ",happiness,MovieDialog
"Good work, my son.  Now all we need is a way to get there. ",happiness,MovieDialog
"He was, like, a total babe ",happiness,MovieDialog
"'Hell, I may as well do something useful. ",happiness,MovieDialog
He's perfect! A baseball player. What could be more American! ,happiness,MovieDialog
I always knew that you were special. ,happiness,MovieDialog
I daydream.  you have to dream about some place fun.  Remember you're in control. ,happiness,MovieDialog
I don't mind though. I had a lot of fun doing it. ,happiness,MovieDialog
"I got the ring.  Tonight's the night, Herb. Tonight's the night. ",happiness,MovieDialog
"I'm fine, Kimmy. Fine. ",happiness,MovieDialog
I'm glad I met you. ,happiness,MovieDialog
"I'm really glad you're doin' okay, Pete. ",happiness,MovieDialog
"Let's relax tonight, just the two of us. I'll make a quiet Italian dinner just the way you like it, with spaghetti. ",happiness,MovieDialog
"Michael, please! I'm sure you will find her most willing, Herr Mozart. She's really very excited. She's been preparing all morning. ",happiness,MovieDialog
Mrs. Gordon. Thank you. ,happiness,MovieDialog
My best friend. My very best friend. ,happiness,MovieDialog
Nice doggie. Good boy. ,happiness,MovieDialog
